budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
100000000,Twentieth Century Fox Animation,USA,Chris Wedge,Animation,107518682,Epic,PG,24/5/2013,102,6.7,Amanda Seyfried,90501,James V. Hart,2013
26000000,Touchstone Pictures,USA,Ken Scott,Comedy,30664106,Delivery Man,PG-13,22/11/2013,105,6.4,Vince Vaughn,65081,Ken Scott,2013
1500000,3 Arts Entertainment,USA,Maggie Carey,Comedy,3447339,The To Do List,R,26/7/2013,104,5.8,Aubrey Plaza,32105,Maggie Carey,2013
0,Wayfare Entertainment,USA,Sebasti·n Cordero,Drama,125687,Europa Report,PG-13,27/6/2013,97,6.5,Sharlto Copley,58171,Philip Gelatt,2013
3500000,Alliance Films,USA,Scott Stewart,Horror,17411930,Dark Skies,PG-13,22/2/2013,97,6.3,Keri Russell,61914,Scott Stewart,2013
18000000,Indian Paintbrush,USA,Jason Reitman,Drama,13362308,Labor Day,PG-13,31/1/2014,111,6.9,Kate Winslet,35029,Jason Reitman,2013
0,"Collective Studios, The",USA,Simon Barrett,Horror,21833,V/H/S/2,R,6/6/2013,96,6.1,Lawrence Michael Levine,30156,Simon Barrett,2013
20000000,Lionsgate,UK,Steven Knight,Action,34956,Redemption,R,23/8/2013,100,6.2,Jason Statham,56365,Steven Knight,2013
78000000,Columbia Pictures,USA,Cody Cameron,Animation,119793567,Cloudy with a Chance of Meatballs 2,PG,27/9/2013,95,6.4,Bill Hader,71615,Erica Rivinoja,2013
250000,Prettybird,USA,Paul Schrader,Drama,49494,The Canyons,R,2/8/2013,99,3.9,Lindsay Lohan,9126,Bret Easton Ellis,2013
28000000,DreamWorks,USA,Bill Condon,Biography,3254172,The Fifth Estate,R,18/10/2013,128,6.2,Benedict Cumberbatch,32623,Daniel Domscheit-Berg,2013
35000000,Emmett/Furla/Oasis Films (EFO Films),USA,Allen Hughes,Crime,19701164,Broken City,R,18/1/2013,109,6.2,Mark Wahlberg,67526,Brian Tucker,2013
16000000,Worldview Entertainment,USA,James Gray,Drama,2013456,The Immigrant,R,23/5/2014,120,6.6,Marion Cotillard,23805,James Gray,2013
900000,Forest Whitaker's Significant Productions,USA,Ryan Coogler,Biography,16097842,Fruitvale Station,R,26/7/2013,85,7.5,Michael B. Jordan,59913,Ryan Coogler,2013
35000000,Relativity Media,USA,Robert Luketic,Drama,7376027,Paranoia,PG-13,16/8/2013,106,5.7,Liam Hemsworth,30891,Jason Hall,2013
40000000,Callahan Filmworks,USA,Peter Segal,Comedy,29807260,Grudge Match,PG-13,25/12/2013,113,6.4,Robert De Niro,50116,Tim Kelleher,2013
15000000,Ecosse Films,UK,Oliver Hirschbiegel,Biography,331634,Diana,PG-13,20/12/2013,113,5.5,Naomi Watts,16386,Stephen Jeffreys,2013
135000000,DreamWorks Animation,USA,David Soren,Animation,83028128,Turbo,PG,17/7/2013,96,6.5,Ryan Reynolds,67648,Darren Lemke,2013
0,Fickle Fish Films,UK,Jerusha Hess,Comedy,2151202,Austenland,PG-13,27/9/2013,97,6.3,Keri Russell,16374,Jerusha Hess,2013
0,Treehouse Pictures,USA,Scott Coffey,Comedy,16740,Adult World,R,14/2/2014,97,6.2,Emma Roberts,14692,Andy Cochran,2013
2500000,Open Road Films,USA,Michael Tiddes,Comedy,40041683,A Haunted House,R,11/1/2013,86,5.1,Marlon Wayans,37158,Marlon Wayans,2013
4000000,Worldview Entertainment,USA,Ti West,Horror,9039,The Sacrament,R,1/5/2014,99,6.1,Joe Swanberg,13644,Ti West,2013
0,BFI Film Fund,UK,Kevin Macdonald,Drama,60213,How I Live Now,R,4/10/2013,101,6.5,Saoirse Ronan,23772,Meg Rosoff,2013
50000000,Prana Studios,USA,Klay Hall,Animation,90288712,Planes,PG,9/8/2013,91,5.8,Carlos Alazraqui,37338,John Lasseter,2013
0,Belladonna Productions,USA,Jim Mickle,Drama,76633,We Are What We Are,R,25/10/2013,105,5.9,Bill Sage,16772,Nick Damici,2013
15000000,Dickhouse Productions,USA,Jeff Tremaine,Comedy,102003019,Bad Grandpa,R,25/10/2013,92,6.5,Johnny Knoxville,81683,Johnny Knoxville,2013
0,Whitewater Films,USA,Jill Soloway,Comedy,174496,Afternoon Delight,R,11/12/2013,98,5.8,Kathryn Hahn,8099,Jill Soloway,2013
4000000,Worldview Entertainment,USA,David Gordon Green,Drama,373375,Joe,R,11/4/2014,117,6.9,Nicolas Cage,39431,Gary Hawkins,2013
0,Millennium Films,USA,Mark Steven Johnson,Action,27713,Killing Season,R,20/9/2013,91,5.4,Robert De Niro,30687,Evan Daugherty,2013
0,Antidote Films (I),USA,John Turturro,Comedy,3763973,Fading Gigolo,R,17/7/2014,90,6.2,John Turturro,20930,John Turturro,2013
3300000,Day Twenty- Eight Films,USA,Ron Krauss,Drama,1359563,Gimme Shelter,PG-13,29/10/2014,100,6.5,Vanessa Hudgens,7082,Ron Krauss,2013
0,Film4,UK,David Mackenzie,Crime,34100,Starred Up,NOT RATED,26/8/2014,106,7.4,Jack O'Connell,35739,Jonathan Asser,2013
0,Screen Australia,Australia,John Curran,Adventure,508806,Tracks,PG-13,6/3/2014,112,7.2,Mia Wasikowska,22475,Marion Nelson,2013
0,LD Entertainment,USA,Charlie Stratton,Crime,420266,In Secret,R,3/4/2014,107,6.1,Elizabeth Olsen,6118,Neal Bell,2013
25000000,China Film Group,USA,Keanu Reeves,Action,100144,Man of Tai Chi,R,5/7/2013,105,6.1,Tiger Hu Chen,30477,Michael G. Cooney,2013
6500000,Scott Free Productions,UK,Zal Batmanglij,Adventure,2268296,The East,PG-13,28/6/2013,116,6.8,Brit Marling,44425,Zal Batmanglij,2013
0,Indian Paintbrush,USA,Drake Doremus,Drama,15324,Breathe In,R,16/5/2014,98,6.4,Felicity Jones,11843,Drake Doremus,2013
0,MediaPro Pictures,USA,Fredrik Bond,Comedy,7973,Charlie Countryman,R,13/9/2013,103,6.4,Shia LaBeouf,23502,Matt Drake,2013
0,IndieVest Pictures,USA,Joe Lynch,Adventure,86796,Knights of Badassdom,R,18/8/2014,100,5.7,Ryan Kwanten,17169,Kevin Dreyfuss,2013
8500000,Worldview Entertainment,UK,Eran Creevy,Action,6787,Welcome to the Punch,R,15/3/2013,99,6.1,James McAvoy,28765,Eran Creevy,2013
5000000,Unclaimed Freight Productions,USA,Randall Miller,Drama,40040,CBGB,R,11/10/2013,101,6.6,Alan Rickman,7038,Jody Savin,2013
0,Recorded Picture Company (RPC),UK,Richard Shepard,Comedy,518134,Dom Hemingway,R,15/11/2013,93,6.2,Jude Law,22984,Richard Shepard,2013
0,BBC Films,UK,Ralph Fiennes,Biography,1234254,The Invisible Woman,R,21/2/2014,111,6.1,Ralph Fiennes,7911,Abi Morgan,2013
10000000,"American Film Company, The",USA,Peter Landesman,Drama,652355,Parkland,PG-13,2/10/2013,93,6.3,Zac Efron,12682,Peter Landesman,2013
0,3311 Productions,USA,Lake Bell,Comedy,2962542,In a World...,R,13/9/2013,100,6.7,Lake Bell,27802,Lake Bell,2013
0,93 Films,USA,Stacie Passon,Drama,38361,Concussion,R,6/3/2015,96,5.7,Robin Weigert,3324,Stacie Passon,2013
35000000,Videovision Entertainment,UK,Justin Chadwick,Biography,8323085,Mandela: Long Walk to Freedom,PG-13,25/12/2013,141,7.1,Idris Elba,23075,William Nicholson,2013
0,Lionsgate,USA,Tyler Perry,Drama,51975354,Temptation: Confessions of a Marriage Counselor,PG-13,29/3/2013,111,5,Jurnee Smollett-Bell,10473,Tyler Perry,2013
0,British Film Institute (BFI),UK,Ruairi Robinson,Horror,23838,The Last Days on Mars,R,19/9/2013,98,5.5,Liev Schreiber,31095,Sydney J. Bounds,2013
17000000,Universal Pictures,USA,Malcolm D. Lee,Comedy,70525195,The Best Man Holiday,R,15/11/2013,123,6.7,Monica Calhoun,12301,Malcolm D. Lee,2013
0,Imprint Entertainment,USA,David A. Armstrong,Action,2137,Pawn,R,19/9/2013,88,5.7,Nikki Reed,6144,Jay Anthony White,2013
0,The Weinstein Company,Canada,Jonathan Sobol,Comedy,61446,The Art of the Steal,R,20/6/2014,90,6.3,Kurt Russell,20439,Jonathan Sobol,2013
12000000,Abbolita Productions,USA,Daniel Schechter,Comedy,261695,Life of Crime,R,29/8/2014,98,5.8,Jennifer Aniston,14145,Daniel Schechter,2013
81000000,Twentieth Century Fox Film Corporation,UK,Matthew Vaughn,Action,128261724,Kingsman: The Secret Service,R,13/2/2015,129,7.7,Colin Firth,467659,Jane Goldman,2014
165000000,Paramount Pictures,USA,Christopher Nolan,Adventure,188020017,Interstellar,PG-13,7/11/2014,169,8.6,Matthew McConaughey,1095553,Jonathan Nolan,2014
170000000,Marvel Studios,USA,James Gunn,Action,333176600,Guardians of the Galaxy,PG-13,1/8/2014,121,8.1,Chris Pratt,791340,James Gunn,2014
15000000,Universal Pictures International (UPI),UK,Alex Garland,Drama,25442958,Ex Machina,R,24/4/2015,108,7.7,Alicia Vikander,355666,Alex Garland,2014
61000000,Twentieth Century Fox Film Corporation,USA,David Fincher,Crime,167767189,Gone Girl,R,3/10/2014,149,8.1,Ben Affleck,660194,Gillian Flynn,2014
20000000,Thunder Road Pictures,USA,Chad Stahelski,Action,43037835,John Wick,R,24/10/2014,101,7.3,Keanu Reeves,355140,Derek Kolstad,2014
25000000,Fox Searchlight Pictures,USA,Wes Anderson,Adventure,59100318,The Grand Budapest Hotel,R,28/3/2014,99,8.1,Ralph Fiennes,550331,Stefan Zweig,2014
3300000,Bold Films,USA,Damien Chazelle,Drama,13092000,Whiplash,R,23/1/2015,107,8.5,Miles Teller,503754,Damien Chazelle,2014
34000000,Twentieth Century Fox Film Corporation,USA,Wes Ball,Action,102427862,The Maze Runner,PG-13,19/9/2014,113,6.8,Dylan O'Brien,344991,Noah Oppenheim,2014
6500000,New Line Cinema,USA,John R. Leonetti,Horror,84273813,Annabelle,R,3/10/2014,99,5.4,Ward Horton,99635,Gary Dauberman,2014
2000000,Northern Lights Films,USA,David Robert Mitchell,Horror,14673301,It Follows,R,27/3/2015,100,6.9,Maika Monroe,147224,David Robert Mitchell,2014
85000000,Summit Entertainment,USA,Neil Burger,Adventure,150947895,Divergent,PG-13,21/3/2014,139,6.7,Shailene Woodley,370154,Evan Daugherty,2014
14000000,Black Bear Pictures,UK,Morten Tyldum,Biography,91125683,The Imitation Game,PG-13,25/12/2014,114,8,Benedict Cumberbatch,547832,Graham Moore,2014
170000000,Chernin Entertainment,USA,Matt Reeves,Action,208545589,Dawn of the Planet of the Apes,PG-13,11/7/2014,130,7.6,Gary Oldman,355042,Mark Bomback,2014
178000000,Warner Bros.,USA,Doug Liman,Action,100206256,Edge of Tomorrow,PG-13,6/6/2014,113,7.9,Tom Cruise,486882,Christopher McQuarrie,2014
55000000,Columbia Pictures,USA,Antoine Fuqua,Action,101530738,The Equalizer,R,26/9/2014,132,7.2,Denzel Washington,254915,Richard Wenk,2014
210000000,Paramount Pictures,USA,Michael Bay,Action,245439076,Transformers: Age of Extinction,PG-13,27/6/2014,165,5.7,Mark Wahlberg,263822,Ehren Kruger,2014
50000000,Columbia Pictures,USA,Phil Lord,Action,191719337,22 Jump Street,R,13/6/2014,112,7.1,Channing Tatum,288814,Michael Bacall,2014
68000000,Columbia Pictures,USA,David Ayer,Action,85817906,Fury,R,17/10/2014,134,7.6,Brad Pitt,341512,David Ayer,2014
12000000,Fox 2000 Pictures,USA,Josh Boone,Drama,124872350,The Fault in Our Stars,PG-13,6/6/2014,126,7.8,Shailene Woodley,280217,Scott Neustadter,2014
18000000,New Regency Pictures,USA,Alejandro Gonz·lez IÒ·rritu,Comedy,42340598,Birdman or (The Unexpected Virtue of Ignorance),R,14/11/2014,119,7.8,Michael Keaton,455260,Alejandro Gonz·lez IÒ·rritu,2014
8500000,Bold Films,USA,Dan Gilroy,Crime,32381218,Nightcrawler,R,31/10/2014,118,7.9,Jake Gyllenhaal,347271,Dan Gilroy,2014
200000000,Twentieth Century Fox Film Corporation,USA,Bryan Singer,Action,233921534,X-Men: Days of Future Past,PG-13,23/5/2014,132,8,Patrick Stewart,565997,Simon Kinberg,2014
2000000,Screen Australia,Australia,Jennifer Kent,Drama,924279,The Babadook,NOT RATED,28/11/2014,93,6.8,Essie Davis,141407,Jennifer Kent,2014
58800000,Warner Bros.,USA,Clint Eastwood,Action,350126372,American Sniper,R,16/1/2015,133,7.3,Bradley Cooper,362949,Jason Hall,2014
170000000,Marvel Entertainment,USA,Anthony Russo,Action,259766572,Captain America: The Winter Soldier,PG-13,4/4/2014,136,7.8,Chris Evans,559974,Christopher Markus,2014
60000000,Warner Bros.,Australia,Phil Lord,Animation,257760692,The Lego Movie,PG,7/2/2014,100,7.8,Chris Pratt,274608,Phil Lord,2014
1500000,Cross Creek Pictures,Canada,Jon Watts,Horror,55007,El payaso del mal,R,17/6/2016,100,5.7,Andy Powers,16279,Christopher Ford,2014
200000000,Marvel Enterprises,USA,Marc Webb,Action,202853933,The Amazing Spider-Man 2,PG-13,2/5/2014,142,6.7,Andrew Garfield,352313,Alex Kurtzman,2014
165000000,FortyFour Studios,USA,Don Hall,Animation,222527828,Big Hero 6,PG,7/11/2014,102,7.8,Ryan Potter,320396,Jordan Roberts,2014
180000000,Roth Films,USA,Robert Stromberg,Action,241410378,Maleficent,PG,30/5/2014,97,7,Angelina Jolie,275137,Linda Woolverton,2014
125000000,Paramount Pictures,USA,Darren Aronofsky,Action,101200044,Noah,PG-13,28/3/2014,138,5.8,Russell Crowe,213644,Darren Aronofsky,2014
15000000,Working Title Films,UK,James Marsh,Biography,35893537,The Theory of Everything,PG-13,26/11/2014,123,7.7,Eddie Redmayne,310187,Anthony McCarten,2014
100000000,Paramount Pictures,USA,Brett Ratner,Action,72688614,Hercules,PG-13,25/7/2014,98,6,Dwayne Johnson,125393,Ryan Condal,2014
80000000,TriStar Pictures,Canada,Paul W.S. Anderson,Action,23219748,Pompeya,PG-13,21/2/2014,100,5.5,Kit Harington,92503,Janet Scott Batchler,2014
125000000,Color Force,USA,Francis Lawrence,Action,337135885,The Hunger Games: Mockingjay - Part 1,PG-13,21/11/2014,123,6.7,Jennifer Lawrence,341715,Peter Craig,2014
44000000,Columbia Pictures,USA,Evan Goldberg,Comedy,6105175,The Interview,R,24/12/2014,112,6.6,James Franco,267070,Dan Sterling,2014
90000000,Lionsgate,USA,Patrick Hughes,Action,39322544,The Expendables 3,PG-13,15/8/2014,126,6.1,Sylvester Stallone,141488,Sylvester Stallone,2014
110000000,Warner Bros.,USA,Noam Murro,Action,106580051,300: Rise of an Empire,R,7/3/2014,102,6.2,Sullivan Stapleton,242932,Zack Snyder,2014
8000000,Broad Green Pictures,USA,Ramin Bahrani,Drama,1410915,99 Homes,R,9/10/2015,112,7.1,Andrew Garfield,22416,Ramin Bahrani,2014
0,BBC Films,UK,James Kent,Biography,1822030,Testament of Youth,PG-13,16/1/2015,129,7.3,Alicia Vikander,19225,Vera Brittain,2014
0,Screen Australia,Australia,Michael Spierig,Drama,68372,Predestination,R,9/1/2015,97,7.5,Ethan Hawke,195819,Michael Spierig,2014
40000000,Twentieth Century Fox Film Corporation,USA,Nick Cassavetes,Comedy,83911193,The Other Woman,PG-13,25/4/2014,109,6,Cameron Diaz,113167,Melissa Stack,2014
160000000,Warner Bros.,USA,Gareth Edwards,Action,200676069,Godzilla,PG-13,16/5/2014,123,6.4,Aaron Taylor-Johnson,323734,Max Borenstein,2014
50000000,Lucamar Productions,USA,Rob Marshall,Adventure,128002372,Into the Woods,PG,25/12/2014,125,6,Anna Kendrick,112609,James Lapine,2014
11000000,Aldamisa Entertainment,USA,Jon Favreau,Comedy,30640336,Chef,R,30/5/2014,114,7.3,Jon Favreau,156375,Jon Favreau,2014
140000000,Chernin Entertainment,UK,Ridley Scott,Action,65014513,Exodus: Gods and Kings,PG-13,12/12/2014,150,6,Christian Bale,140323,Adam Cooper,2014
40000000,Bluegrass Films,USA,Seth MacFarlane,Comedy,43139300,A Million Ways to Die in the West,R,30/5/2014,116,6.1,Seth MacFarlane,147947,Seth MacFarlane,2014
65000000,Aldamisa Entertainment,USA,Frank Miller,Crime,13757804,Sin City: A Dame to Kill For,R,22/8/2014,102,6.5,Mickey Rourke,126091,Frank Miller,2014
70000000,Universal Pictures,USA,Gary Shore,Action,56280355,Dracula Untold,PG-13,10/10/2014,92,6.3,Luke Evans,152210,Matt Sazama,2014
65000000,3 Arts Entertainment,USA,Angelina Jolie,Biography,115637895,Unbroken,PG-13,25/12/2014,137,7.2,Jack O'Connell,117590,Joel Coen,2014
95000000,Beijing Skywheel Entertainment Co.,USA,Sergei Bodrov,Action,17223265,Seventh Son,PG-13,6/2/2015,102,5.5,Ben Barnes,61441,Charles Leavitt,2014
1000000,Bazelevs Production,USA,Levan Gabriadze,Drama,31537320,Unfriended,R,17/4/2015,83,5.6,Heather Sossaman,52922,Nelson Greaves,2014
40000000,Gulfstream Pictures,USA,Frank Coraci,Comedy,46294610,Blended,PG-13,23/5/2014,117,6.5,Adam Sandler,96218,Ivan Menchell,2014
26000000,DiNovi Pictures,USA,Michael Hoffman,Drama,26761283,The Best of Me,PG-13,17/10/2014,118,6.7,James Marsden,51322,J. Mills Goodloe,2014
4000000,IFC Productions,USA,Richard Linklater,Drama,25379975,Boyhood,R,15/8/2014,165,7.9,Ellar Coltrane,293068,Richard Linklater,2014
65000000,Marcy Media,USA,Will Gluck,Comedy,85911262,Annie,PG,19/12/2014,118,5.3,QuvenzhanÈ Wallis,28204,Will Gluck,2014
40000000,Columbia Pictures,USA,Jake Kasdan,Comedy,38543473,Sex Tape,R,18/7/2014,94,5.1,Jason Segel,92074,Kate Angelo,2014
20000000,Ghoulardi Film Company,USA,Paul Thomas Anderson,Comedy,8110975,Inherent Vice,R,9/1/2015,148,6.7,Joaquin Phoenix,72027,Paul Thomas Anderson,2014
1000000,Fewlas Entertainment,USA,Leigh Janiak,Horror,9168,Honeymoon,R,12/9/2014,87,5.7,Rose Leslie,20262,Phil Graziadei,2014
60000000,Paramount Pictures,USA,Kenneth Branagh,Action,50577412,Jack Ryan: Shadow Recruit,PG-13,17/1/2014,105,6.2,Chris Pine,105471,Adam Cozad,2014
15000000,Bob Industries,USA,Jean-Marc VallÈe,Adventure,37880356,Wild,R,19/12/2014,115,7.1,Reese Witherspoon,98839,Nick Hornby,2014
3000000,SModcast Pictures,USA,Kevin Smith,Comedy,1821983,Tusk,R,19/9/2014,102,5.4,Justin Long,35556,Kevin Smith,2014
66000000,DreamWorks,USA,Scott Waugh,Action,43577636,Need for Speed,PG-13,14/3/2014,132,6.5,Aaron Paul,145738,George Gatins,2014
50000000,Reel FX Creative Studios,USA,Jorge R. GutiÈrrez,Animation,50151543,The Book of Life,PG,17/10/2014,95,7.3,Diego Luna,51976,Jorge R. GutiÈrrez,2014
18000000,Good Universe,USA,Nicholas Stoller,Comedy,150157400,Neighbors,R,9/5/2014,97,6.3,Seth Rogen,242874,Andrew Jay Cohen,2014
100000000,Metro-Goldwyn-Mayer (MGM),USA,JosÈ Padilha,Action,58607007,RoboCop,PG-13,12/2/2014,117,6.2,Joel Kinnaman,193792,Joshua Zetumer,2014
127000000,Twentieth Century Fox Film Corporation,UK,Shawn Levy,Adventure,113746621,Night at the Museum: Secret of the Tomb,PG,19/12/2014,98,6.2,Ben Stiller,78239,David Guion,2014
12600000,Big Screen Productions,USA,MichaÎl R. Roskam,Crime,10724389,The Drop,R,12/9/2014,106,7.1,Tom Hardy,119833,Dennis Lehane,2014
11000000,DiNovi Pictures,USA,R.J. Cutler,Drama,50474843,If I Stay,PG-13,22/8/2014,107,6.8,ChloÎ Grace Moretz,95609,Shauna Cross,2014
145000000,DreamWorks Animation,USA,Dean DeBlois,Animation,177002924,How to Train Your Dragon 2,PG,13/6/2014,102,7.8,Jay Baruchel,243596,Dean DeBlois,2014
0,G4 Productions,USA,Chris Evans,Comedy,37047,Before We Go,PG-13,21/7/2015,95,6.9,Chris Evans,34243,Ronald Bass,2014
5000000,HanWay Films,USA,Adam Wingard,Mystery,322600,The Guest,R,5/9/2014,100,6.7,Dan Stevens,73747,Simon Barrett,2014
125000000,Paramount Pictures,USA,Jonathan Liebesman,Action,191204754,Teenage Mutant Ninja Turtles,PG-13,8/8/2014,101,5.8,Megan Fox,181678,Josh Appelbaum,2014
70000000,Summit Entertainment,USA,Renny Harlin,Action,18848538,The Legend of Hercules,PG-13,10/1/2014,100,4.2,Kellan Lutz,47597,Sean Hood,2014
30000000,Angry Films,USA,Mark Waters,Action,7791146,Vampire Academy,PG-13,7/2/2014,104,5.6,Zoey Deutch,45199,Richelle Mead,2014
100000000,Alcon Entertainment,UK,Wally Pfister,Drama,23022309,Transcendence,PG-13,18/4/2014,119,6.3,Johnny Depp,189106,Jack Paglen,2014
0,Verisimilitude,USA,Mike Cahill,Drama,334658,I Origins,R,19/9/2014,106,7.3,Michael Pitt,90264,Mike Cahill,2014
24000000,Annapurna Pictures,USA,Bennett Miller,Biography,12096300,Foxcatcher,R,16/1/2015,134,7,Steve Carell,117034,E. Max Frye,2014
13000000,Chernin Entertainment,USA,Theodore Melfi,Comedy,44134898,St. Vincent,PG-13,24/10/2014,102,7.3,Bill Murray,82653,Theodore Melfi,2014
25000000,Paramount Pictures,USA,Rupert Wyatt,Crime,33631221,The Gambler,R,25/12/2014,111,6,Mark Wahlberg,53990,William Monahan,2014
8000000,Treehouse Pictures,USA,Tom Gormican,Comedy,26049082,That Awkward Moment,R,31/1/2014,94,6.2,Zac Efron,83613,Tom Gormican,2014
10000000,The Weinstein Company,USA,Tim Burton,Biography,14479776,Big Eyes,PG-13,25/12/2014,106,7,Amy Adams,66972,Scott Alexander,2014
50000000,StudioCanal,UK,Jaume Collet-Serra,Action,92168600,Non-Stop,PG-13,28/2/2014,106,7,Liam Neeson,216312,John W. Richardson,2014
50000000,Broken Road Productions,USA,Steven Quale,Action,47602194,Into the Storm,PG-13,8/8/2014,89,5.8,Richard Armitage,57376,John Swetnam,2014
50000000,Warner Bros.,USA,David Dobkin,Crime,47119388,The Judge,R,10/10/2014,141,7.4,Robert Downey Jr.,150371,Nick Schenk,2014
35000000,Universal Pictures,USA,Bobby Farrelly,Adventure,86208010,Dumb and Dumber To,PG-13,14/11/2014,109,5.7,Jim Carrey,107048,Sean Anders,2014
0,Sidney Kimmel Entertainment,USA,Steven Brill,Comedy,39751,Walk of Shame,R,1/5/2014,95,6,Elizabeth Banks,44493,Steven Brill,2014
5000000,Legendary Entertainment,USA,John Erick Dowdle,Horror,21197315,"As Above, So Below",R,29/8/2014,93,6.2,Perdita Weeks,57343,John Erick Dowdle,2014
17000000,Genre Films,USA,Luke Greenfield,Comedy,82390774,Let's Be Cops,R,13/8/2014,104,6.5,Jake Johnson,114845,Luke Greenfield,2014
42000000,BenderSpink,USA,Sean Anders,Comedy,54445357,Horrible Bosses 2,R,26/11/2014,108,6.3,Jason Bateman,129349,Sean Anders,2014
20000000,Before The Door Pictures,USA,J.C. Chandor,Crime,5740310,A Most Violent Year,R,30/1/2015,125,7,Oscar Isaac,52607,J.C. Chandor,2014
19800000,21 Laps Entertainment,USA,Shawn Levy,Comedy,34290142,This Is Where I Leave You,R,19/9/2014,103,6.6,Jason Bateman,59852,Jonathan Tropper,2014
30000000,Screen Gems,USA,Scott Derrickson,Horror,30577122,Deliver Us from Evil,R,2/7/2014,118,6.2,Eric Bana,58772,Scott Derrickson,2014
60000000,Village Roadshow Pictures,USA,Akiva Goldsman,Drama,22451,Winter's Tale,PG-13,14/2/2014,118,6.2,Colin Farrell,45005,Akiva Goldsman,2014
22000000,Scott Free Productions,UK,Rowan Joffe,Drama,2963012,Before I Go to Sleep,R,31/10/2014,92,6.3,Nicole Kidman,56415,Rowan Joffe,2014
20000000,Bluegrass Films,USA,Shana Feste,Drama,23393765,Endless Love,PG-13,14/2/2014,104,6.3,Gabriella Wilde,34658,Shana Feste,2014
16800000,Gravier Productions,USA,Woody Allen,Comedy,10506939,Magic in the Moonlight,PG-13,15/8/2014,97,6.6,Colin Firth,53136,Woody Allen,2014
28000000,EuropaCorp,USA,McG,Action,30697999,3 Days to Kill,PG-13,21/2/2014,117,6.2,Kevin Costner,75138,Adi Hasak,2014
22000000,Amblin Entertainment,USA,Lasse Hallstrˆm,Comedy,54240821,The Hundred-Foot Journey,PG,8/8/2014,122,7.3,Helen Mirren,61319,Steven Knight,2014
28000000,1984 Private Defense Contractors,USA,Scott Frank,Crime,26307600,A Walk Among the Tombstones,R,19/9/2014,114,6.5,Liam Neeson,95753,Lawrence Block,2014
0,Les Films SÈville,Canada,Xavier Dolan,Drama,3492754,Mommy,R,8/1/2015,139,8.1,Anne Dorval,35841,Xavier Dolan,2014
0,BBC Films,UK,Morgan Matthews,Drama,139511,A Brilliant Young Mind,PG-13,11/9/2015,111,7.2,Asa Butterfield,22615,James Graham,2014
5000000,Lutzus-Brown,USA,Richard Glatzer,Drama,18754371,Still Alice,PG-13,20/2/2015,101,7.5,Julianne Moore,101773,Richard Glatzer,2014
70000000,Columbia Pictures,USA,George Clooney,Drama,78031620,The Monuments Men,PG-13,7/2/2014,118,6.1,George Clooney,109977,George Clooney,2014
0,BBC Films,UK,Alan Rickman,Drama,551609,A Little Chaos,R,26/6/2015,112,6.5,Kate Winslet,15294,Jeremy Brock,2014
4000000,Automatik Entertainment,USA,William Eubank,Sci-Fi,600896,The Signal,PG-13,10/7/2014,97,6.1,Brenton Thwaites,53291,Carlyle Eubank,2014
55000000,StudioCanal,UK,Paul King,Animation,76223578,Paddington,PG,16/1/2015,95,7.2,Hugh Bonneville,56480,Paul King,2014
7000000,Cinelou Films,USA,Daniel Barnz,Drama,1873547,Cake,R,23/1/2015,102,6.4,Jennifer Aniston,30337,Patrick Tobin,2014
65000000,Hopscotch Features,USA,Stuart Beattie,Action,19075290,"I, Frankenstein",PG-13,24/1/2014,92,5.1,Aaron Eckhart,70705,Stuart Beattie,2014
20000000,PathÈ,UK,Ava DuVernay,Biography,52076908,Selma,PG-13,9/1/2015,128,7.5,David Oyelowo,69760,Paul Webb,2014
0,Element Pictures,UK,Lenny Abrahamson,Comedy,644906,Frank,R,5/9/2014,95,7,Michael Fassbender,62768,Jon Ronson,2014
16000000,EuropaCorp,USA,Tommy Lee Jones,Drama,2428883,The Homesman,R,18/5/2014,122,6.6,Tommy Lee Jones,24489,Tommy Lee Jones,2014
19000000,Gail Katz Productions,USA,Edward Zwick,Biography,2436062,Pawn Sacrifice,PG-13,25/9/2015,115,7,Tobey Maguire,29268,Steven Knight,2014
0,Timnick Films,UK,Hossein Amini,Romance,506067,The Two Faces of January,PG-13,28/8/2014,96,6.2,Viggo Mortensen,24842,Hossein Amini,2014
16000000,Stoney Lake Entertainment,USA,Vic Armstrong,Action,13998282,Left Behind,PG-13,3/10/2014,110,3.1,Nicolas Cage,28203,Jerry B. Jenkins,2014
0,Armory Films,USA,Jordan Rubin,Comedy,8163,Zombeavers,R,20/3/2015,77,4.8,Rachel Melvin,12863,Al Kaplan,2014
0,Apartment Two,USA,Max Nichols,Comedy,15600,Two Night Stand,R,26/9/2014,86,6.4,Miles Teller,52628,Mark Hammer,2014
15000000,Lionsgate,UK,Anton Corbijn,Crime,17237244,A Most Wanted Man,R,1/8/2014,122,6.8,Philip Seymour Hoffman,62647,Andrew Bovell,2014
0,Demarest Films,USA,Victor Levin,Comedy,116400,5 to 7,R,24/4/2015,95,7.1,Anton Yelchin,13188,Victor Levin,2014
0,Hardstyle,USA,Benny Safdie,Drama,80015,Heaven Knows What,R,29/5/2015,97,6.5,Arielle Holmes,2884,Josh Safdie,2014
10000000,River Road Entertainment,USA,Bill Pohlad,Biography,12547189,Love & Mercy,PG-13,19/6/2015,121,7.4,John Cusack,28639,Oren Moverman,2014
